file,function_or_class,active_or_frozen,purpose,inputs,outputs,fit_period,score_period,state_representation,timing_semantics,future_information_possible,market_features_used,stock_features_used,consumers,existing_tests,existing_auditor,proposed_audit,risk,run_id,git_sha,contract_hash,data_snapshot_hash,state_model_version,state_model_hash,dictionary_version,dictionary_hash,decision_id,symbol,session,decision_timestamp,primitive_loop_id,orientation_id,prefix_progress,source_artifact,source_hash,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,implementation_source_hash
research/slrno-v2/20260714-regime-loop-handoff/work/frozen_loop_movement_shadow_core.py,prepare_symbol_bars,active_lineage_adapter,Build regular-session causal stock features from provider OHLCV,timestamped OHLCV,per-stock five-minute feature panel,none,2024 and 2025 bounded reads,upstream emission input,provider timestamp is bar start; values available at bar completion,no; within-session rolling and historical-volume baselines are current/past only,false,true,event-semantics panel and all state reconstructions,research V2 integration tests,loop-event V2 auditor,independently recompute deterministic feature rows and availability,medium: historical baseline ordering must remain chronological,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/frozen_loop_movement_shadow_core.py,add_market_features,active_lineage_adapter,Attach synchronous cross-stock and VTI context,stock panels and VTI panel,market medians breadth dispersion and relative features,none,same completed bars,upstream combined emission input,same timestamp across five-minute bars; available after that timestamp's bars complete,no when scored at completed-bar time,true,true,add_emission_features and state fit,research V2 integration tests,loop-event V2 auditor,verify every contributing timestamp is not after decision availability,medium: cross-sectional availability must be explicit,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/frozen_loop_movement_shadow_core.py,build_causal_b0,active_lineage_adapter,Build slow broad-market context from prior-session daily inputs,bounded stock OHLC,confirmed market state and stress context,rolling development history,2024 and 2025 context,market context only; not a K=8 emission,prior-session broad features merged to current session,no; broad inputs are shifted one session,true,false,completed-bar context ledgers,research V2 integration tests,loop-event V2 auditor,recompute prior-session provenance and first available timestamp,medium: context provenance was historically easy to misstate,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/frozen_loop_movement_shadow_core.py,add_emission_features,active_lineage_adapter,Construct the frozen 14 emission variables,stock and synchronous market features,combined emission frame,none,2024 and 2025,combined stock-plus-market,current completed bar and causal rolling history,no,true,true,scale_emissions,test_causal_state_export_v2.py,loop-event V2 auditor,feature-value exact-match sample and forbidden-column scan,high: state identity depends on exact feature semantics,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/frozen_loop_movement_shadow_core.py,scale_emissions,active_lineage_adapter,Apply frozen median imputation and robust scaling,14 raw emission columns and frozen preprocessing CSV,float32 scaled emissions,2024 preprocessing frozen,2024 and 2025,combined stock-plus-market,row-local transform using training-only parameters,no,true,true,log_emission,test_causal_state_export_v2.py,loop-event V2 auditor,independent median/scaler reconstruction and sample equality,high: feature order and float precision are identity-bearing,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,clean_short_runs,frozen_historical,Two-pass cleanup of one-bar cluster runs,raw labels scaled rows session groups centroids,offline cleaned training labels,2024 only,none,offline fitted-label representation,uses complete training sessions before semi-Markov estimation,yes; both previous and next runs can influence replacement,true,true,semantic_remap and semi-Markov fit,historical self-test only,none for cleanup parameters,reproduce changes and compare no-cleaning and causal-cleaning variants,critical: future-neighbour cleanup affects fitted transitions and durations,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,semantic_remap,frozen_historical,Assign numeric labels by mean activity then direction,clean labels and 2024 raw feature frame,deterministically remapped labels and mapping,2024 only,none,offline semantic numeric identity,full development fit only,yes within fit sample; not causal scoring leakage,false,true,offline_runs and frozen model,historical self-test only,loop-event source identity audit,reconstruct mapping and align alternatives without numeric IDs,high: numeric label can hide centroid drift across refits,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,offline_runs,frozen_historical,Compress cleaned training labels into runs,cleaned labels and session groups,offline run ledger,2024 only,none,offline cleaned labels,session bounded; terminal run not marked censored,yes for cleaned-label source; terminal censoring is omitted,false,true,estimate_semimarkov,historical self-test only,duration V2 audit,compare raw cleaned and causal runs; mark terminal censoring,critical: terminal sessions were treated as observed exits,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,estimate_semimarkov,frozen_historical,Estimate Gaussian emissions occupancy transition prior and duration hazard,scaled 2024 rows cleaned labels offline runs,8-state parameter NPZ,2024 only,2024 and 2025 causal filtering,K=8 offline-cleaned fit,fit-only aggregation; no future score rows,yes through neighbor cleanup and uncensored terminal durations,true,true,frozen inference cores and V2 posterior export,historical self-test only,duration V2 audit,independently reconstruct all arrays and censored sensitivity,critical: forced terminal hazard and ignored right censoring,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
research/slrno-v2/20260714-regime-loop-handoff/work/shadow_validation/frozen_loop_movement_shadow_v1/frozen_bundle/provenance/lineage/run_causal_semimarkov_regime_loops.py,log_emission,frozen_historical,Diagonal-Gaussian log likelihood,scaled rows means variances,row by state log likelihood,2024 fitted parameters,2024 and 2025,soft emission likelihood,row-local completed-bar computation,no,true,true,causal filters,historical self-test only,loop-event V2 auditor,closed-form independent likelihood sample and variance-floor check,low if parameter identity holds,f019583fa03a560cdfa8ca29,66cd706fa727ac5873b299d5c22388221203f451,dd44ce458f41a16f023a49b9be7ab3f762ed31b07d42fc6e1ba673f233546c55,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,causal_semimarkov_posterior_export_v2_tail78,954b2d9c19699321ce2d141234ecd6cf29ee70e10751a0c8469a47032f15631a,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,source_tree_census,9d99d457663c5dadb6ade6ddea33f0cf7bb02bd88163bb097a06a4971cc9ce24,True,False,disabled,False,False,False,False,False,8a8d23d7423f9a13a241ab3cce114ef509c71f70b39786b02760bd96e3f965f1
